ID,focus,focus ID,adj idx,det idx,before,before gender,deprel,number,dep tree size,after,focus ID after,after gender
8679,elector,8,-1,-1,El diario Crítica calculaba que Tamborini obtendría 332 electores contra sólo 44 de Perón . ,Masc,obj,Plur,3,El diario Crítica calculaba que Tamborini obtendría 332 electoras contra sólo 44 de Perón . ,8,Fem
8763,mujer,4,-1,3,"Buenas tardes , mi mujer fue por un masaje terapeutico por dolor en la espalda , no salio nada contenta con el masaje recibido . ",Fem,nsubj,Sing,3,"Buenas tardes , mi hombre fue por un masaje terapeutico por dolor en la espalda , no salio nada contenta con el masaje recibido . ",4,Masc
8781,amigo,11,-1,-1,"Su atención es cálida y excelente , te hacen sentir entre amigos . ",Masc,obl,Plur,3,"Su atención es cálida y excelente , te hacen sentir entre amigas . ",11,Fem
8808,madre,26,-1,-1,La Catedral de Cristo de la Luz o también como la Catedral de Oakland ( en inglés : Cathedral of Christ the Light ) es la madre iglesia de la Diócesis de Oakland . ,Fem,root,Sing,35,La Catedral de Cristo de la Luz o también como la Catedral de Oakland ( en inglés : Cathedral of Christ the Light ) es la padre iglesia de la Diócesis de Oakland . ,26,Masc
8841,príncipe,2,-1,1,Pronto el príncipe entra en contacto con las altas capas de la sociedad petersburguesa y se enamora de dos damas muy diferentes que marcarán su estadía allí : Nastasia Filíppovna y Aglaya Ivanovna Yepanchina . ,Masc,nsubj,Sing,3,Pronto la princesa entra en contacto con las altas capas de la sociedad petersburguesa y se enamora de dos damas muy diferentes que marcarán su estadía allí : Nastasia Filíppovna y Aglaya Ivanovna Yepanchina . ,2,Fem
8856,amigo,2,-1,0,"Los dos amigos celebran un pacto de alianza , pronunciando su juramento de fidelidad , a la usanza de los antiguos germanos . ",Masc,nsubj,Plur,4,"Las dos amigas celebran un pacto de alianza , pronunciando su juramento de fidelidad , a la usanza de los antiguos germanos . ",2,Fem
8918,doctor,15,-1,14,"Afirmando que la batería de su automóvil esta baja y él necesita ver a un doctor urgentemente ya que su esposa esta enferma , el hombre es llevado por Prescott . ",Masc,obj,Sing,4,"Afirmando que la batería de su automóvil esta baja y él necesita ver a una doctora urgentemente ya que su esposa esta enferma , el hombre es llevado por Prescott . ",15,Fem
8918,esposa,20,-1,19,"Afirmando que la batería de su automóvil esta baja y él necesita ver a un doctor urgentemente ya que su esposa esta enferma , el hombre es llevado por Prescott . ",Fem,nsubj,Sing,3,"Afirmando que la batería de su automóvil esta baja y él necesita ver a un doctor urgentemente ya que su esposo esta enferma , el hombre es llevado por Prescott . ",20,Masc
8918,hombre,25,-1,24,"Afirmando que la batería de su automóvil esta baja y él necesita ver a un doctor urgentemente ya que su esposa esta enferma , el hombre es llevado por Prescott . ",Masc,nsubj:pass,Sing,3,"Afirmando que la batería de su automóvil esta baja y él necesita ver a un doctor urgentemente ya que su esposa esta enferma , la mujer es llevado por Prescott . ",25,Fem
8928,madre,2,-1,1,Incluso varias madres con sus hijos se acercan a la fiesta y alguna de ellas ofrece vino a los pequeños . ,Fem,obj,Plur,6,Incluso varios padres con sus hijos se acercan a la fiesta y alguna de ellas ofrece vino a los pequeños . ,2,Masc
8959,hombre,6,-1,5,"A pesar de todo , el hombre divulga la ubicación de Bill . ",Masc,nsubj,Sing,3,"A pesar de todo , la mujer divulga la ubicación de Bill . ",6,Fem
8978,chica,1,-1,0,"La chica , es muy guapa y amable , la ropa es a la moda y salí muy satisfecho . ",Fem,nsubj,Sing,3,"El chico , es muy guapo y amable , la ropa es a la moda y salí muy satisfecho . ",1,Masc
9006,hombre,37,-1,36,"Mientras Boves recibía un gran baile de victoria , su segundo comandante repasó las casas y hospitales de la ciudad para rematar a los patriotas heridos , y luego procedió a asesinar a París y a sus hombres a cuchillo . ",Masc,conj,Plur,5,"Mientras Boves recibía un gran baile de victoria , su segundo comandante repasó las casas y hospitales de la ciudad para rematar a los patriotas heridos , y luego procedió a asesinar a París y a sus mujeres a cuchillo . ",37,Fem
9037,alemán,20,-1,-1,Tuvimos que sacar el coche fuera de ese horario y nos encontramos que el personal de recepción sólo hablaba en alemán . ,Masc,obl,Sing,3,Tuvimos que sacar el coche fuera de ese horario y nos encontramos que el personal de recepción sólo hablaba en alemana . ,20,Fem
9081,productora,5,-1,4,A finales de octubre la productora buscó promocionar la película en el país europeo con un circo chino inspirado en los personajes y el cual estuvo ubicado en el cine Coliseum de Madrid . ,Fem,nsubj,Sing,3,A finales de octubre el productor buscó promocionar la película en el país europeo con un circo chino inspirado en los personajes y el cual estuvo ubicado en el cine Coliseum de Madrid . ,5,Masc
9108,amigo,18,-1,17,"Aunque ella se viste como una gótica , ella es muy sociable y se preocupa mucho por sus amigos y siempre estará para ellos en una mala situación . ",Masc,obl,Plur,4,"Aunque ella se viste como una gótica , ella es muy sociable y se preocupa mucho por sus amigas y siempre estará para ellos en una mala situación . ",18,Fem
9148,mujer,1,-1,0,"Algunas mujeres también prefieren este método sobre la contracepción hormonal para revertir efectos adversos , tales como depresión , cambios de humor , sequedad vaginal , disminución de la libido y cefaleas , entre otros . ",Fem,nsubj,Plur,3,"Algunos hombres también prefieren este método sobre la contracepción hormonal para revertir efectos adversos , tales como depresión , cambios de humor , sequedad vaginal , disminución de la libido y cefaleas , entre otros . ",1,Masc
9162,usuario,1,-1,0,"El usuario de contenidos digitales de Amazon obtiene almacenamiento gratuito en la Amazon Cloud , e incluye una aplicación de correo electrónico que permite fusionar webmails como Gmail , Yahoo! , Hotmail , AOL Mail , etc. en una sola bandeja de entrada . ",Masc,nsubj,Sing,8,"La usuaria de contenidos digitales de Amazon obtiene almacenamiento gratuito en la Amazon Cloud , e incluye una aplicación de correo electrónico que permite fusionar webmails como Gmail , Yahoo! , Hotmail , AOL Mail , etc. en una sola bandeja de entrada . ",1,Fem
9175,director,7,8,6,"Desde aquello se ha convertido en el director artístico de la banda , contribuyendo con fotografía , diseño web , portadas , videoclips , diseños visuales para giras y realización de dos películas sobre las giras de la banda . ",Masc,obl,Sing,8,"Desde aquello se ha convertido en la directora artística de la banda , contribuyendo con fotografía , diseño web , portadas , videoclips , diseños visuales para giras y realización de dos películas sobre las giras de la banda . ",7,Fem
9250,chico,6,-1,5,"A la mañana siguiente , los chicos descubren que el papá de Nora también está metido en el plan , y Sam lanza una manzana para distraer a la familia dershlit creyendo que Gibby sigue en la casa . ",Masc,nsubj,Plur,3,"A la mañana siguiente , las chicas descubren que el papá de Nora también está metido en el plan , y Sam lanza una manzana para distraer a la familia dershlit creyendo que Gibby sigue en la casa . ",6,Fem
9278,individuo,6,-1,-1,Solamente deseamos que no nos caigan individuos de esta calaña . ,Masc,nsubj,Plur,5,Solamente deseamos que no nos caigan individuas de esta calaña . ,6,Fem
9309,muchacho,4,-1,3,Fue entonces cuando un muchacho de barba entró con un papel . ,Masc,nsubj,Sing,5,Fue entonces cuando una muchacha de barba entró con un papel . ,4,Fem
9316,mujer,10,-1,9,"Cuando su familia está en un restaurante , y su mujer habla con Dios ( este como un mesero ) , que le dice que la historia de Noé tal vez no representaba la cólera de Dios , si no una manera de creer el uno en el otro , que por eso los animales aparecían en parejas , y le dice que seria una buena oportunidad para estar juntos , por lo que deciden volver con él . ",Fem,nsubj,Sing,3,"Cuando su familia está en un restaurante , y su hombre habla con Dios ( este como un mesero ) , que le dice que la historia de Noé tal vez no representaba la cólera de Dios , si no una manera de creer el uno en el otro , que por eso los animales aparecían en parejas , y le dice que seria una buena oportunidad para estar juntos , por lo que deciden volver con él . ",10,Masc
9403,hombre,1,-1,0,"Los hombres tenían unos ingresos medios de $ 49,290 frente a los $ 35,510 para las mujeres . ",Masc,nsubj,Plur,3,"Las mujeres tenían unos ingresos medios de $ 49,290 frente a los $ 35,510 para las mujeres . ",1,Fem
9409,diseñador,24,29,23,"Louis Schmeisser ( * Zöllnitz , Turingia , 5 de febrero de 1848 -- 23 de marzo de 1917 ) fue uno de los diseñadores técnicos de armas más conocidos de Europa . ",Masc,nmod,Plur,11,"Louis Schmeisser ( * Zöllnitz , Turingia , 5 de febrero de 1848 -- 23 de marzo de 1917 ) fue uno de las diseñadoras técnicas de armas más conocidas de Europa . ",24,Fem
9474,hijo,15,-1,14,"Entonces ordenó a Domicio Alejandro , el gobernador de la provincia , enviar a su hijo a Roma para asegurar así su lealtad . ",Masc,obj,Sing,4,"Entonces ordenó a Domicio Alejandro , el gobernador de la provincia , enviar a su hija a Roma para asegurar así su lealtad . ",15,Fem
9495,hija,3,-1,2,"Llevamos a nuestra hija desde hace poco , estamos bastante contentos . ",Fem,obj,Sing,4,"Llevamos a nuestro hijo desde hace poco , estamos bastante contentos . ",3,Masc
9500,ciudadano,10,-1,9,Los que pagan los sueldos de los ministros son los ciudadanos . ,Masc,nsubj,Plur,3,Las que pagan los sueldos de los ministros son las ciudadanas . ,10,Fem
9509,investigador,4,-1,3,"Sin embargo , muchos investigadores consideran que este censo no representa el verdadero tamaño de la población de tinkers . ",Masc,nsubj,Plur,3,"Sin embargo , muchas investigadoras consideran que este censo no representa el verdadero tamaño de la población de tinkers . ",4,Fem
9556,hijo,9,-1,-1,Está casado desde el año 1962 y tiene tres hijos y cinco nietos . ,Masc,obj,Plur,6,Está casado desde el año 1962 y tiene tres hijas y cinco nietos . ,9,Fem
9580,socio,22,-1,-1,"Se reunió con sus familiares en México , durante más de diez años trabajó como contador en empresas mercantiles llegando a ser socio de un negocio dedicado a la importación y exportación . ",Masc,obl,Sing,13,"Se reunió con sus familiares en México , durante más de diez años trabajó como contador en empresas mercantiles llegando a ser pareja de un negocio dedicado a la importación y exportación . ",22,Fem
9588,profesor,1,-1,0,Ambos profesores presentaban un perfil político opuesto . ,Masc,nsubj,Plur,3,Ambas profesoras presentaban un perfil político opuesto . ,1,Fem
9619,presidente,17,-1,-1,"La república ganó su independencia bajo el nombre de República de Sudáfrica , siendo elegido como primer presidente Paul Kruger . ",Masc,obl,Sing,4,"La república ganó su independencia bajo el nombre de República de Sudáfrica , siendo elegido como primer presidenta Paul Kruger . ",17,Fem
9654,secretario,1,2,0,El secretario general de la Sanidad confirmó que mañana a las 11 se reunirá con los empresarios de la salud en el Ministerio de Trabajo . ,Masc,nsubj,Sing,7,La secretaria general de la Sanidad confirmó que mañana a las 11 se reunirá con los empresarios de la salud en el Ministerio de Trabajo . ,1,Fem
9681,ministro,1,-1,0,El ministro no volvió a decir que no tenía la representatividad de los médicos . ,Masc,nsubj,Sing,3,La ministra no volvió a decir que no tenía la representatividad de los médicos . ,1,Fem
9683,administrador,15,-1,14,"Ahora tenemos nuestra propia cuenta bancaria para nuestra comunidad y siempre somos atendidos por el administrador , tanto por teléfono como presencialmete en las reuniones . ",Masc,obl,Sing,4,"Ahora tenemos nuestra propia cuenta bancaria para nuestra comunidad y siempre somos atendidos por la administradora , tanto por teléfono como presencialmete en las reuniones . ",15,Fem
9711,chico,7,-1,6,Es muy guapa y popular entre los chicos . ,Masc,nmod,Plur,4,Es muy guapa y popular entre las chicas . ,7,Fem
9730,hombre,1,-1,0,"Los hombres tenían unos ingresos medios de $ 34,750 frente a los $ 20,536 para las mujeres . ",Masc,nsubj,Plur,3,"Las mujeres tenían unos ingresos medios de $ 34,750 frente a los $ 20,536 para las mujeres . ",1,Fem
9818,novato,14,-1,-1,Le hizo 22 a Washington Wizards en el que fue su mejor partido como novato . ,Masc,obl,Sing,3,Le hizo 22 a Washington Wizards en el que fue su mejor partido como novata . ,14,Fem
9859,hijo,5,-1,4,El matrimonio ha tenido un hijo y una hija que les han dado dos nietos . ,Masc,obj,Sing,12,El matrimonio ha tenido una hija y una hija que les han dado dos nietos . ,5,Fem
9864,alcalde,5,-1,4,Actualmente ( 2011 ) el alcalde es : Prof.Manuel Novoa ,Masc,nsubj,Sing,3,Actualmente ( 2011 ) la alcaldesa es : Prof.Manuel Novoa ,5,Fem
9890,dueño,5,-1,4,"Hay que regatear con el dueño para sacar un buen precio , cosa que me di cuenta despues . ",Masc,obl,Sing,4,"Hay que regatear con la dueña para sacar un buen precio , cosa que me di cuenta despues . ",5,Fem
9953,hombre,1,-1,0,"Los hombres tenían unos ingresos medios de $ 47,436 frente a los $ 31,608 para las mujeres . ",Masc,nsubj,Plur,3,"Las mujeres tenían unos ingresos medios de $ 47,436 frente a los $ 31,608 para las mujeres . ",1,Fem
9953,mujer,16,-1,15,"Los hombres tenían unos ingresos medios de $ 47,436 frente a los $ 31,608 para las mujeres . ",Fem,nmod,Plur,4,"Los hombres tenían unos ingresos medios de $ 47,436 frente a los $ 31,608 para los hombres . ",16,Masc
9964,mujer,6,-1,-1,"Dimas se gasta el dinero en mujeres y apuestas , y ademas , le chocan el carro hombres actuando en nombre de Tobías ( Ignacio Navarro ) , presidiario y amante de La Garza hasta que apareció Dimas . ",Fem,obl,Plur,5,"Dimas se gasta el dinero en hombres y apuestas , y ademas , le chocan el carro hombres actuando en nombre de Tobías ( Ignacio Navarro ) , presidiario y amante de La Garza hasta que apareció Dimas . ",6,Masc
9997,refugiado,4,-1,-1,Al menos a 120 refugiados se les concedió la nacionalidad venezolana . ,Masc,iobj,Plur,6,Al menos a 120 refugiadas se les concedió la nacionalidad venezolana . ,4,Fem
10040,pilar,20,21,19,El « giro rápido de 180 grados » se introdujo en la entrega y se convirtió en uno de los pilares fundamentales de la serie . ,Masc,nmod,Plur,8,El « giro rápido de 180 grados » se introdujo en la entrega y se convirtió en uno de las pilaras fundamentales de la serie . ,20,Fem
10050,músico,6,-1,-1,En este proyecto nos acompañaban como músicos Jose Blond a la batería y Jose Prima ( Amphetamine Dischargue ) a la guitarra . ,Masc,obl,Plur,3,En este proyecto nos acompañaban como músicas Jose Blond a la batería y Jose Prima ( Amphetamine Dischargue ) a la guitarra . ,6,Fem
10132,hijo,0,-1,-1,"Hijo de un abogado , se licenció en filosofía en el Scottish Cambridge College de la Universidad de Calcuta y después en el Fitzwilliam Hall de la Universidad de Cambridge . ",Masc,nsubj,Sing,6,"Hija de un abogado , se licenció en filosofía en el Scottish Cambridge College de la Universidad de Calcuta y después en el Fitzwilliam Hall de la Universidad de Cambridge . ",0,Fem
10139,vecino,23,-1,22,"Quedé encantada y volveré a llamar a ésta empresa siempre que tenga una avería en casa , y ya los recomendé a mi vecina . ",Fem,iobj,Sing,4,"Quedé encantada y volveré a llamar a ésta empresa siempre que tenga una avería en casa , y ya los recomendé a mi vecino . ",23,Masc
10182,arquitecto,12,-1,11,"Ya no son necesarias las columnas , la distribución es como el arquitecto quiera . ",Masc,nsubj,Sing,3,"Ya no son necesarias las columnas , la distribución es como la arquitecta quiera . ",12,Fem
10200,jugador,12,-1,11,"Como confirma Sport , AS , ABC y incluso Marca , el jugador se va rajando de nuevo de Pep Guardiola , su técnico hace unas horas . ",Masc,nsubj,Sing,3,"Como confirma Sport , AS , ABC y incluso Marca , la jugadora se va rajando de nuevo de Pep Guardiola , su técnico hace unas horas . ",12,Fem
10209,ministro,1,-1,0,"Los ministros relacionados por antigüedad : José Montemayor , Manuel Genaro de Villota , Teotimo Escudero , Conde de Villahermoso , Andrés Subira , José de Mier , José Villanueva y Arévalo , Francisco Redondo , José Martín de Arieta , Matías Herrero Prieto , Rafael Paz y Fuentes , José María Calatrava , José María Manescau , y Ramón Giraldo . ",Masc,nsubj,Plur,3,"Las ministras relacionados por antigüedad : José Montemayor , Manuel Genaro de Villota , Teotimo Escudero , Conde de Villahermoso , Andrés Subira , José de Mier , José Villanueva y Arévalo , Francisco Redondo , José Martín de Arieta , Matías Herrero Prieto , Rafael Paz y Fuentes , José María Calatrava , José María Manescau , y Ramón Giraldo . ",1,Fem
10237,filósofo,8,7,-1,"En la India misma le conocieron personalmente famosos filósofos , científicos , escritores , personas públicas de este país . ",Masc,nsubj,Plur,13,"En la India misma le conocieron personalmente famosas filósofas , científicos , escritores , personas públicas de este país . ",8,Fem
10269,propietario,1,-1,-1,"Es propietario de este videoclub "" 24 horas "" lleva varios meses con el cajero inactivo y el videoclub cerrado "" por reformas "" . ",Masc,root,Sing,26,"Es propietaria de este videoclub "" 24 horas "" lleva varios meses con el cajero inactivo y el videoclub cerrado "" por reformas "" . ",1,Fem
10270,chica,4,-1,3,"Chasez ve a una chica quién lo engañó en televisión , en un show parecido a The Jerry Springer . ",Fem,obj,Sing,18,"Chasez ve a un chico quién lo engañó en televisión , en un show parecido a The Jerry Springer . ",4,Masc
10304,alcalde,1,-1,0,"El alcalde , que ha decretado tres días de luto como muestra de respeto , aprecio y reconocimiento , no supo precisar dónde será enterrado Saramago , si en Lanzarote o en Portugal , una cuestino que decidirán allegados , indicó . ",Masc,nsubj,Sing,20,"La alcaldesa , que ha decretado tres días de luto como muestra de respeto , aprecio y reconocimiento , no supo precisar dónde será enterrado Saramago , si en Lanzarote o en Portugal , una cuestino que decidirán allegados , indicó . ",1,Fem
10309,empresario,12,-1,-1,"En la práctica , algunos presidentes socialistas lo vienen ya haciendo con empresarios y sindicatos , como ocurre en Extremadura y en Castilla - La Mancha . ",Masc,obl,Plur,5,"En la práctica , algunos presidentes socialistas lo vienen ya haciendo con empresarias y sindicatos , como ocurre en Extremadura y en Castilla - La Mancha . ",12,Fem
10326,escritor,6,7,-1,"Jamás he sido guionista , ni escritor fantasma , en ese sentido la película presenta un escenario muy particular . ",Masc,conj,Sing,5,"Jamás he sido guionista , ni escritora fantasma , en ese sentido la película presenta un escenario muy particular . ",6,Fem
10367,hijo,0,1,-1,"Hijo único de padres con una intensa vida social , pasó muchas horas de su infancia en la cocina sentado en un banco mirando todo lo que hacía Pilar , la cocinera de la familia . ",Masc,root,Sing,37,"Hija única de padres con una intensa vida social , pasó muchas horas de su infancia en la cocina sentado en un banco mirando todo lo que hacía Pilar , la cocinera de la familia . ",0,Fem
10402,hombre,1,-1,0,"Este hombre , que no tiene antecedentes penales , compareció ayer como acusado en una vista oral en el Juzgado de lo Penal número 2 de Ibiza . ",Masc,nsubj,Sing,10,"Esta mujer , que no tiene antecedentes penales , compareció ayer como acusado en una vista oral en el Juzgado de lo Penal número 2 de Ibiza . ",1,Fem
10424,vecino,16,15,14,"Eran casi las once cuando me tocó iniciar mi diligencia , explica con resignación el aturdido vecino . ",Masc,nsubj,Sing,4,"Eran casi las once cuando me tocó iniciar mi diligencia , explica con resignación la aturdida vecina . ",16,Fem
10427,niño,15,-1,14,"Los volantes fueron emitidos a nombre de la Coalición Central Opositora , y hasta los niños lo han llevado a la Escuela pensando que se trataba de algo gubernamental . ",Masc,nsubj,Plur,4,"Los volantes fueron emitidos a nombre de la Coalición Central Opositora , y hasta las niñas lo han llevado a la Escuela pensando que se trataba de algo gubernamental . ",15,Fem
10437,asesor,2,3,-1,"Fue también asesor jurídico de la presidencia de la República , decano de la Facultad de Derecho de la Universidad Católica , profesor emérito de la misma y fiscal suplente de la Corte Suprema . ",Masc,root,Sing,36,"Fue también asesora jurídica de la presidencia de la República , decano de la Facultad de Derecho de la Universidad Católica , profesor emérito de la misma y fiscal suplente de la Corte Suprema . ",2,Fem
10439,pareja,12,-1,11,"El 16 de septiembre de 2004 anunciaron su separación , aunque la pareja no se divorció formalmente hasta el 8 de abril de 2005 . ",Fem,nsubj,Sing,3,"El 16 de septiembre de 2004 anunciaron su separación , aunque el socio no se divorció formalmente hasta el 8 de abril de 2005 . ",12,Masc
10509,amiga,5,-1,0,Las dos mujeres se hicieron amigas y trataron de mantener el secreto pero Rackham comenzó a sospechar de la cercana relación de Bonny con el nuevo marinero y demandó una explicación . ,Fem,root,Plur,33,Los dos hombres se hicieron amigos y trataron de mantener el secreto pero Rackham comenzó a sospechar de la cercana relación de Bonny con el nuevo marinero y demandó una explicación . ,5,Masc
10536,prisionero,12,-1,-1,"Terminó la guerra con el grado de Teniente Coronel , siendo hecho prisionero pos las fuerzas franquistas . ",Masc,parataxis,Sing,8,"Terminó la guerra con el grado de Teniente Coronel , siendo hecho prisionera pos las fuerzas franquistas . ",12,Fem
10570,director,2,-1,1,Es el director de las excavaciones arqueológicas de Numancia y profesor de prehistoria en la Universidad Complutense de Madrid . ,Masc,root,Sing,21,Es la directora de las excavaciones arqueológicas de Numancia y profesor de prehistoria en la Universidad Complutense de Madrid . ,2,Fem
10705,hombre,16,-1,15,"No obstante , apenas ingresado en el Palacio Quemado para la entrevista , Melgarejo y sus hombres buscaron a Belzú y lo asesinaron . ",Masc,conj,Plur,4,"No obstante , apenas ingresado en el Palacio Quemado para la entrevista , Melgarejo y sus mujeres buscaron a Belzú y lo asesinaron . ",16,Fem
10731,director,1,2,0,"Otros directores notables de la quinta generación son Tian Zhuangzhuang , Wu Ziniu , Hu Mei , y Zhou Xiaowen . ",Masc,nsubj,Plur,8,"Otras directoras notables de la quinta generación son Tian Zhuangzhuang , Wu Ziniu , Hu Mei , y Zhou Xiaowen . ",1,Fem
10918,dueño,5,-1,4,Acabo de hablar con el dueño y está a 30 km de Ourense . ,Masc,obl,Sing,4,Acabo de hablar con la dueña y está a 30 km de Ourense . ,5,Fem
10925,hijo,2,-1,1,Todos sus hijos se convirtieron en pastores . ,Masc,nsubj,Plur,4,Todas sus hijas se convirtieron en pastores . ,2,Fem
10970,ganador,1,-1,0,El ganador disfrutará de un viaje a Bali para dos personas programado por el touroperador CataiTours y con alojamiento en el hotel de categoría Gran Lujo ( 5 * GL ) The Balé . ,Masc,nsubj,Sing,3,La ganadora disfrutará de un viaje a Bali para dos personas programado por el touroperador CataiTours y con alojamiento en el hotel de categoría Gran Lujo ( 5 * GL ) The Balé . ,1,Fem
10984,alumno,1,-1,0,"Sus alumnos han participado en grandes producciones de la compañía Ballet Nacional de Caracas Teresa Carreño como El Cascanueces , Coppelia , Lago de los Cisnes , Don Quijote , Romeo y Julieta y Van Gogh . ",Masc,nsubj,Plur,3,"Sus alumnas han participado en grandes producciones de la compañía Ballet Nacional de Caracas Teresa Carreño como El Cascanueces , Coppelia , Lago de los Cisnes , Don Quijote , Romeo y Julieta y Van Gogh . ",1,Fem
11042,ciudadano,14,15,13,"Estas naves fueron a proteger y si hubiese sido necesario evacuar , a los ciudadanos franceses en Líbano e Israel . ",Masc,obj,Plur,5,"Estas naves fueron a proteger y si hubiese sido necesario evacuar , a las ciudadanas franceses en Líbano e Israel . ",14,Fem
11052,hombre,1,-1,0,"Los hombres tenían unos ingresos medios de $ 32,226 frente a los $ 28,192 para las mujeres . ",Masc,nsubj,Plur,3,"Las mujeres tenían unos ingresos medios de $ 32,226 frente a los $ 28,192 para las mujeres . ",1,Fem
11121,amiga,20,21,19,Coxeter la recordó así : Su carácter firme y sencillo y la amplitud de sus intereses hacían de ella una amiga estimulante . ,Fem,obj,Sing,4,Coxeter la recordó así : Su carácter firme y sencillo y la amplitud de sus intereses hacían de ella un amigo estimulante . ,20,Masc
11144,hombre,1,-1,0,Los hombres tenían unos ingresos medios de 25.000 $ frente a los 21.250 $ para las mujeres . ,Masc,nsubj,Plur,3,Las mujeres tenían unos ingresos medios de 25.000 $ frente a los 21.250 $ para las mujeres . ,1,Fem
11144,mujer,16,-1,15,Los hombres tenían unos ingresos medios de 25.000 $ frente a los 21.250 $ para las mujeres . ,Fem,nmod,Plur,4,Los hombres tenían unos ingresos medios de 25.000 $ frente a los 21.250 $ para los hombres . ,16,Masc
11152,música,1,-1,0,Su música hace frecuente uso de ostinatos y a menudo tiene un componente de sentimiento ritual . ,Fem,nsubj,Sing,3,Su músico hace frecuente uso de ostinatos y a menudo tiene un componente de sentimiento ritual . ,1,Masc
11221,hijo,1,-1,-1,"Es hijo de una fría neuróloga y psiquiatra ( quien se lleva muy bien con Sheldon , ya que tienen la misma personalidad ) . ",Masc,root,Sing,26,"Es hija de una fría neuróloga y psiquiatra ( quien se lleva muy bien con Sheldon , ya que tienen la misma personalidad ) . ",1,Fem
11254,conductor,8,-1,7,Solo con lo que tuvo que soportar el conductor con nuestras impertinencias se ganó la gloria de sobrao . ,Masc,nsubj,Sing,3,Solo con lo que tuvo que soportar la conductora con nuestras impertinencias se ganó la gloria de sobrao . ,8,Fem
11316,niño,1,-1,0,"Los niños tuvieron su espacio en esta fiesta que coincidió con la celebración de su día internacional , disfrutando de juegos dirigidos , brinca brinca , obsequios de caramelos y otras diversiones que organizó la directiva de la casa canaria para ellos . ",Masc,nsubj,Plur,3,"Las niñas tuvieron su espacio en esta fiesta que coincidió con la celebración de su día internacional , disfrutando de juegos dirigidos , brinca brinca , obsequios de caramelos y otras diversiones que organizó la directiva de la casa canaria para ellos . ",1,Fem
11320,hermano,3,-1,1,"Mientras los dos hermanos conquistaban los territorios originales de su familia , el 13 de abril de 1204 Constantinopla cayó ante los cruzados . ",Masc,nsubj,Plur,4,"Mientras las dos hermanas conquistaban los territorios originales de su familia , el 13 de abril de 1204 Constantinopla cayó ante los cruzados . ",3,Fem
11351,funcionario,1,2,0,"Los funcionarios locales , con el apoyo de Jrushchov , hicieron promesas poco reales de producción . ",Masc,nsubj,Plur,11,"Las funcionarias locales , con el apoyo de Jrushchov , hicieron promesas poco reales de producción . ",1,Fem
11363,ministro,4,-1,3,"Por último , el ministro dijo que será imperativo aplicar las reglas de la competencia y así por ejemplo los productos se presentarán de forma que se puedan comparar con los de otras entidades . ",Masc,nsubj,Sing,3,"Por último , la ministra dijo que será imperativo aplicar las reglas de la competencia y así por ejemplo los productos se presentarán de forma que se puedan comparar con los de otras entidades . ",4,Fem
11374,jugador,7,-1,-1,"La Premier League puede tener a cuatro jugadores que juegan en la Liga BBVA alla por el 30 de Agosto de 2011 , cuando se termina el plazo de fichajes . ",Masc,obj,Plur,10,"La Premier League puede tener a cuatro jugadoras que juegan en la Liga BBVA alla por el 30 de Agosto de 2011 , cuando se termina el plazo de fichajes . ",7,Fem
11377,sucesor,18,-1,17,"De todas maneras , por su edad sólo podría asumir interinamente , por lo cual debo buscar su sucesor . ",Masc,obj,Sing,3,"De todas maneras , por su edad sólo podría asumir interinamente , por lo cual debo buscar su sucesora . ",18,Fem
11528,escritor,16,-1,-1,En el Monasterio de Piedra creemos que nuestro entorno natural sirve de fuente de inspiración para escritores y poetas . ,Masc,obl,Plur,5,En el Monasterio de Piedra creemos que nuestro entorno natural sirve de fuente de inspiración para escritoras y poetas . ,16,Fem
11535,banquero,1,2,0,"Los banqueros franceses , según dijo Sarkozy , está dispuestos a participar en el plan para esquivar la declaración de un impago parcial de la deuda helena , situación que se pretende evitar a toda costa por considerar que tendría un impacto superior a la caída de Lehman Brothers en 2008 . ",Masc,nsubj,Plur,4,"Las banqueras franceses , según dijo Sarkozy , está dispuestas a participar en el plan para esquivar la declaración de un impago parcial de la deuda helena , situación que se pretende evitar a toda costa por considerar que tendría un impacto superior a la caída de Lehman Brothers en 2008 . ",1,Fem
11584,individuo,8,-1,7,"Cuanto más repartida esté la libertad entre los individuos de una sociedad , más libre será en conjunto dicha sociedad . ",Masc,nmod,Plur,7,"Cuanto más repartida esté la libertad entre las individuas de una sociedad , más libre será en conjunto dicha sociedad . ",8,Fem
11609,amigo,27,28,26,"Durante ese tiempo visitó Costa Rica , Nicaragua , México , El Salvador , Honduras y Panamá por motivos de trabajo y también para ver a algunos amigos exiliados . ",Masc,obj,Plur,5,"Durante ese tiempo visitó Costa Rica , Nicaragua , México , El Salvador , Honduras y Panamá por motivos de trabajo y también para ver a algunas amigas exiliadas . ",27,Fem
11632,investigador,1,3,-1,"Como investigador especialmente crítico , ha desenmascarado innumerables fraudes y engaños relacionados con las creencias . ",Masc,obl,Sing,6,"Como investigadora especialmente crítica , ha desenmascarado innumerables fraudes y engaños relacionados con las creencias . ",1,Fem
11637,música,2,4,1,"En la música tradicional occidental , una octava se divide en 12 semitonos iguales . ",Fem,obl,Sing,7,"En el músico tradicional occidental , una octava se divide en 12 semitonos iguales . ",2,Masc
